Source,Device Category,Hour Index,User Type,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue
google,tablet,000110,New Visitor,52,25.00%,7.21,00:07:24,1,$193.99
google,tablet,000164,New Visitor,52,26.92%,11.10,00:10:02,0,$0.00
google,desktop,000011,New Visitor,51,37.25%,5.41,00:04:10,2,$274.56
google,desktop,000044,New Visitor,51,45.10%,5.31,00:02:56,2,$131.93
google,desktop,000056,New Visitor,51,33.33%,6.73,00:05:37,2,$166.91
google,desktop,000129,New Visitor,51,45.10%,5.57,00:02:33,2,$162.34
google,mobile,000101,Returning Visitor,51,52.94%,4.61,00:04:27,1,$50.97
google,mobile,000143,Returning Visitor,51,47.06%,7.06,00:03:16,2,$76.94
google,tablet,000019,New Visitor,51,29.41%,6.69,00:05:40,0,$0.00
google,tablet,000135,New Visitor,51,49.02%,4.14,00:03:07,0,$0.00
google,tablet,000141,New Visitor,51,41.18%,5.92,00:03:25,0,$0.00
google,tablet,000160,New Visitor,51,27.45%,7.75,00:05:29,1,$234.99
********* NON-BUYERS 10-26,mobile,000157,Returning Visitor,50,42.00%,5.04,00:04:24,1,$37.78
google,mobile,000094,Returning Visitor,50,46.00%,4.06,00:04:44,0,$0.00
google,tablet,000011,New Visitor,50,30.00%,4.40,00:04:04,1,$91.35
google,tablet,000018,New Visitor,50,46.00%,6.90,00:03:08,1,$216.00
google,tablet,000131,New Visitor,50,44.00%,3.80,00:02:43,0,$0.00
google,tablet,000132,New Visitor,50,50.00%,4.56,00:03:49,0,$0.00
google,tablet,000158,New Visitor,50,32.00%,7.98,00:04:40,1,$183.79
********* NON-BUYERS 10-26,mobile,000013,Returning Visitor,49,42.86%,4.04,00:02:52,0,$0.00
********** BUYERS - 10-13,mobile,000156,New Visitor,49,40.82%,4.53,00:03:02,3,$180.92
google,desktop,000060,New Visitor,49,44.90%,5.67,00:04:01,0,$0.00
google,desktop,000080,New Visitor,49,34.69%,6.24,00:03:40,2,$201.92
google,desktop,000091,New Visitor,49,36.73%,6.04,00:04:49,0,$0.00
google,desktop,000153,New Visitor,49,30.61%,6.37,00:04:25,1,$123.88
google,mobile,000100,Returning Visitor,49,55.10%,3.67,00:02:29,1,$66.98
google,tablet,000067,New Visitor,49,24.49%,8.57,00:04:42,0,$0.00
google,tablet,000162,New Visitor,49,28.57%,8.82,00:06:50,0,$0.00
********** BUYERS - 10-13,mobile,000113,Returning Visitor,48,52.08%,3.52,00:02:37,5,$104.89
google,desktop,000009,New Visitor,48,25.00%,5.38,00:05:15,0,$0.00
google,desktop,000010,New Visitor,48,31.25%,9.67,00:06:04,0,$0.00
google,desktop,000032,New Visitor,48,43.75%,5.21,00:04:28,1,$51.48
google,desktop,000035,New Visitor,48,35.42%,5.42,00:04:18,2,$74.94
google,desktop,000067,New Visitor,48,35.42%,8.29,00:04:23,2,$709.70
google,mobile,000008,Returning Visitor,48,54.17%,3.08,00:01:35,0,$0.00
********** BUYERS - 10-13,mobile,000111,Returning Visitor,47,34.04%,4.96,00:04:38,3,$43.44
google,desktop,000008,New Visitor,47,38.30%,5.38,00:03:11,1,$27.97
google,desktop,000127,New Visitor,47,21.28%,8.40,00:05:01,2,$145.96
********** BUYERS - 10-13,mobile,000011,Returning Visitor,46,39.13%,3.50,00:04:29,0,$0.00
google,mobile,000029,New Visitor,46,30.43%,5.35,00:04:09,1,$104.99
google,mobile,000167,Returning Visitor,46,43.48%,4.48,00:03:09,1,$163.80
********** BUYERS - 10-13,mobile,000011,New Visitor,45,37.78%,3.82,00:05:01,0,$0.00
google,desktop,000081,New Visitor,45,26.67%,7.02,00:06:25,0,$0.00
google,desktop,000113,New Visitor,45,35.56%,4.04,00:02:51,0,$0.00
google,desktop,000117,New Visitor,45,42.22%,4.36,00:02:31,0,$0.00
google,desktop,000163,New Visitor,45,35.56%,4.69,00:02:21,1,$67.98
google,mobile,000009,Returning Visitor,45,57.78%,3.33,00:01:36,0,$0.00
google,mobile,000057,Returning Visitor,45,53.33%,4.00,00:03:28,2,$190.35
google,tablet,000014,New Visitor,45,15.56%,8.47,00:07:48,1,$148.99
google,tablet,000016,New Visitor,45,35.56%,8.20,00:05:21,0,$0.00
google,tablet,000085,New Visitor,45,35.56%,5.04,00:04:47,0,$0.00
google,tablet,000161,New Visitor,45,26.67%,7.93,00:07:15,1,$114.98
google,desktop,000152,New Visitor,44,54.55%,5.14,00:03:12,1,$99.97
google,mobile,000118,Returning Visitor,44,34.09%,5.07,00:03:00,0,$0.00
google,tablet,000130,New Visitor,44,45.45%,3.52,00:02:55,0,$0.00
google,desktop,000104,New Visitor,43,34.88%,4.84,00:03:55,0,$0.00
google,desktop,000116,New Visitor,43,41.86%,6.44,00:02:00,0,$0.00
google,mobile,000031,Returning Visitor,43,46.51%,4.81,00:02:37,0,$0.00
google,mobile,000046,Returning Visitor,43,32.56%,7.88,00:05:42,4,$229.83
google,mobile,000063,Returning Visitor,43,39.53%,7.37,00:04:16,1,$59.96
google,mobile,000069,Returning Visitor,43,46.51%,3.84,00:03:26,0,$0.00
google,mobile,000119,Returning Visitor,43,53.49%,3.63,00:02:19,2,$51.35
google,tablet,000040,New Visitor,43,37.21%,5.86,00:02:22,0,$0.00
google,tablet,000086,New Visitor,43,37.21%,4.70,00:02:16,0,$0.00
google,tablet,000156,New Visitor,43,39.53%,7.47,00:04:04,0,$0.00
google,tablet,000166,New Visitor,43,25.58%,6.67,00:04:33,0,$0.00
********** BUYERS - 10-13,mobile,000114,Returning Visitor,42,38.10%,6.29,00:04:13,8,$159.84
google,desktop,000059,New Visitor,42,42.86%,6.14,00:04:30,0,$0.00
google,desktop,000062,New Visitor,42,33.33%,5.21,00:03:03,1,$61.98
google,desktop,000068,New Visitor,42,33.33%,5.40,00:03:35,2,$214.93
google,desktop,000069,New Visitor,42,33.33%,8.33,00:04:21,0,$0.00
google,desktop,000105,New Visitor,42,28.57%,6.57,00:02:53,2,$141.17
google,desktop,000167,New Visitor,42,38.10%,6.95,00:04:06,1,$34.98
google,tablet,000042,New Visitor,42,33.33%,4.62,00:03:59,0,$0.00
********** BUYERS - 10-13,mobile,000110,Returning Visitor,41,56.10%,3.83,00:02:29,7,$189.88
google,desktop,000112,New Visitor,41,21.95%,7.68,00:04:43,0,$0.00
google,mobile,000124,Returning Visitor,41,39.02%,5.29,00:04:50,0,$0.00
google,mobile,000144,Returning Visitor,41,39.02%,4.95,00:05:30,1,$89.96
google,mobile,000149,Returning Visitor,41,41.46%,7.05,00:05:25,0,$0.00
google,tablet,000136,New Visitor,41,48.78%,4.85,00:03:42,0,$0.00
********** BUYERS - 10-13,mobile,000157,Returning Visitor,40,30.00%,5.72,00:04:08,1,$32.98
google,desktop,000093,New Visitor,40,25.00%,8.78,00:05:31,1,$55.97
google,mobile,000032,Returning Visitor,40,45.00%,5.62,00:03:51,0,$0.00
google,mobile,000055,Returning Visitor,40,60.00%,2.98,00:00:59,0,$0.00
google,mobile,000056,Returning Visitor,40,57.50%,3.18,00:02:00,1,$106.98
google,tablet,000013,New Visitor,40,25.00%,6.60,00:07:48,1,$85.67
google,tablet,000043,New Visitor,40,37.50%,4.52,00:03:09,1,$72.99
google,tablet,000044,New Visitor,40,25.00%,6.35,00:03:34,1,$89.00
google,tablet,000092,New Visitor,40,22.50%,6.55,00:05:15,2,$151.93
********** BUYERS - 10-13,mobile,000157,New Visitor,39,41.03%,3.79,00:05:00,1,$79.97
google,desktop,000066,New Visitor,39,43.59%,6.72,00:05:56,0,$0.00
google,tablet,000066,New Visitor,39,33.33%,5.00,00:05:10,1,$37.97
google,tablet,000142,New Visitor,39,25.64%,7.82,00:06:17,1,$49.97
google,tablet,000157,New Visitor,39,28.21%,8.95,00:10:39,4,$202.88
google,tablet,000159,New Visitor,39,23.08%,8.18,00:03:42,0,$0.00
(direct),mobile,000136,New Visitor,38,76.32%,1.53,00:01:24,0,$0.00
********* NON-BUYERS 10-26,mobile,000014,Returning Visitor,38,34.21%,6.26,00:04:11,1,$44.97
google,desktop,000057,New Visitor,38,36.84%,6.68,00:02:35,0,$0.00
google,desktop,000137,New Visitor,38,47.37%,4.84,00:02:40,0,$0.00
google,mobile,000022,New Visitor,38,68.42%,2.29,00:00:41,0,$0.00
google,tablet,000041,New Visitor,38,31.58%,6.84,00:04:51,0,$0.00
google,tablet,000089,New Visitor,38,34.21%,4.66,00:03:47,0,$0.00
google,desktop,000046,New Visitor,37,45.95%,3.78,00:01:52,0,$0.00
google,desktop,000136,New Visitor,37,43.24%,4.70,00:03:37,0,$0.00
google,mobile,000007,Returning Visitor,37,45.95%,5.05,00:03:49,1,$34.99
google,tablet,000037,New Visitor,37,21.62%,5.84,00:06:06,0,$0.00
google,tablet,000039,New Visitor,37,21.62%,5.89,00:03:33,0,$0.00
google,tablet,000068,New Visitor,37,32.43%,4.78,00:02:31,0,$0.00
google,tablet,000108,New Visitor,37,45.95%,4.49,00:03:17,0,$0.00
google,tablet,000114,New Visitor,37,24.32%,11.00,00:06:03,2,$72.45
google,tablet,000137,New Visitor,37,43.24%,4.81,00:05:15,1,$139.00
google,tablet,000155,New Visitor,37,18.92%,7.03,00:06:39,0,$0.00
google,desktop,000083,New Visitor,36,47.22%,7.17,00:02:08,1,$37.18
google,desktop,000143,New Visitor,36,36.11%,8.33,00:06:01,0,$0.00
google,mobile,000006,Returning Visitor,36,38.89%,3.00,00:03:02,0,$0.00
google,mobile,000077,Returning Visitor,36,47.22%,6.53,00:04:44,0,$0.00
google,mobile,000145,Returning Visitor,36,47.22%,5.22,00:03:37,1,$80.95
google,tablet,000008,New Visitor,36,27.78%,4.61,00:04:16,0,$0.00
google,tablet,000035,New Visitor,36,27.78%,6.81,00:04:42,0,$0.00
google,tablet,000065,New Visitor,36,47.22%,7.28,00:03:16,1,$78.99
google,tablet,000087,New Visitor,36,30.56%,4.00,00:03:16,0,$0.00
google,desktop,000031,New Visitor,35,45.71%,4.89,00:03:06,1,$218.99
google,desktop,000166,New Visitor,35,25.71%,7.51,00:02:22,1,$45.96
google,mobile,000020,Returning Visitor,35,60.00%,3.49,00:04:26,1,$63.98
google,tablet,000034,New Visitor,35,31.43%,6.11,00:05:45,0,$0.00
google,desktop,000107,New Visitor,34,44.12%,6.26,00:03:20,1,$43.97
google,mobile,000054,Returning Visitor,34,64.71%,4.91,00:03:43,1,$39.98
google,mobile,000099,Returning Visitor,34,41.18%,4.15,00:03:22,0,$0.00
google,tablet,000036,New Visitor,34,44.12%,4.82,00:04:43,0,$0.00
google,tablet,000143,New Visitor,34,26.47%,11.12,00:04:14,0,$0.00
********* NON-BUYERS 10-26,mobile,000039,Returning Visitor,33,48.48%,3.12,00:02:06,0,$0.00
********* NON-BUYERS 10-26,mobile,000135,Returning Visitor,33,24.24%,6.42,00:05:24,0,$0.00
google,desktop,000126,New Visitor,33,36.36%,4.91,00:03:57,0,$0.00
google,mobile,000047,Returning Visitor,33,63.64%,5.42,00:02:23,0,$0.00
google,mobile,000070,Returning Visitor,33,39.39%,3.45,00:03:22,0,$0.00
google,mobile,000097,Returning Visitor,33,45.45%,3.82,00:02:08,0,$0.00
google,tablet,000009,New Visitor,33,21.21%,5.33,00:03:04,1,$14.97
google,tablet,000045,New Visitor,33,39.39%,8.52,00:09:02,0,$0.00
google,tablet,000064,New Visitor,33,30.30%,7.97,00:06:13,0,$0.00
google,tablet,000116,New Visitor,33,45.45%,4.91,00:02:33,1,$158.96
google,tablet,000165,New Visitor,33,18.18%,10.91,00:05:48,2,$143.60
(direct),mobile,000128,New Visitor,32,75.00%,1.97,00:01:28,0,$0.00
google,desktop,000079,New Visitor,32,34.38%,5.66,00:03:50,0,$0.00
google,desktop,000106,New Visitor,32,28.12%,3.94,00:02:30,0,$0.00
google,desktop,000151,New Visitor,32,31.25%,6.03,00:03:39,0,$0.00
google,mobile,000148,Returning Visitor,32,56.25%,3.34,00:02:20,0,$0.00
google,tablet,000010,New Visitor,32,31.25%,4.50,00:03:46,0,$0.00
google,tablet,000088,New Visitor,32,43.75%,6.53,00:06:03,1,$50.96
(direct),mobile,000086,New Visitor,31,70.97%,2.32,00:01:38,0,$0.00
********* NON-BUYERS 10-26,mobile,000013,New Visitor,31,32.26%,4.90,00:05:05,0,$0.00
google,mobile,000030,Returning Visitor,31,38.71%,4.45,00:06:24,1,$69.98
google,mobile,000076,Returning Visitor,31,48.39%,2.77,00:03:27,0,$0.00
google,tablet,000113,New Visitor,31,45.16%,6.23,00:05:34,2,$226.97
********* NON-BUYERS 10-26,mobile,000017,Returning Visitor,30,43.33%,5.30,00:03:18,1,$19.97
********* NON-BUYERS 10-26,mobile,000087,Returning Visitor,30,33.33%,5.70,00:04:24,0,$0.00
********** BUYERS - 10-13,mobile,000012,New Visitor,30,36.67%,4.80,00:06:08,0,$0.00
********** BUYERS - 10-13,mobile,000014,Returning Visitor,30,26.67%,5.03,00:03:36,1,$64.43
google,desktop,000150,New Visitor,30,43.33%,4.97,00:03:20,0,$0.00
google,mobile,000005,Returning Visitor,30,50.00%,5.10,00:02:46,1,$29.97
google,mobile,000071,Returning Visitor,30,43.33%,5.77,00:03:29,0,$0.00
google,tablet,000057,New Visitor,30,36.67%,5.03,00:02:38,0,$0.00
google,tablet,000093,New Visitor,30,16.67%,11.17,00:06:12,1,$29.39
google,tablet,000153,New Visitor,30,40.00%,5.90,00:04:56,0,$0.00
********* NON-BUYERS 10-26,mobile,000016,Returning Visitor,29,24.14%,4.24,00:07:10,0,$0.00
********** BUYERS - 10-13,mobile,000110,New Visitor,29,55.17%,4.62,00:03:41,3,$54.94
bing,desktop,000035,New Visitor,29,31.03%,5.38,00:03:04,1,$39.97
google,desktop,000070,New Visitor,29,27.59%,6.14,00:04:23,1,$196.99
google,mobile,000023,New Visitor,29,55.17%,3.17,00:01:37,0,$0.00
google,mobile,000024,New Visitor,29,62.07%,4.59,00:03:34,1,$148.99
google,mobile,000053,Returning Visitor,29,65.52%,4.17,00:04:01,0,$0.00
google,mobile,000096,Returning Visitor,29,51.72%,6.52,00:03:24,0,$0.00
google,mobile,000147,Returning Visitor,29,62.07%,3.52,00:01:56,0,$0.00
google,tablet,000154,New Visitor,29,27.59%,6.83,00:06:02,1,$24.99
********* NON-BUYERS 10-26,mobile,000037,Returning Visitor,28,60.71%,3.57,00:02:38,0,$0.00
********* NON-BUYERS 10-26,mobile,000159,Returning Visitor,28,53.57%,3.00,00:02:28,0,$0.00
********** BUYERS - 10-13,mobile,000112,Returning Visitor,28,35.71%,4.68,00:03:32,2,$39.96
google,desktop,000095,New Visitor,28,39.29%,6.54,00:02:56,0,$0.00
google,desktop,000124,New Visitor,28,39.29%,6.25,00:03:08,0,$0.00
google,desktop,000142,New Visitor,28,28.57%,8.50,00:04:09,0,$0.00
google,mobile,000120,Returning Visitor,28,60.71%,3.14,00:03:18,0,$0.00
google,tablet,000069,New Visitor,28,39.29%,6.54,00:04:03,0,$0.00
(direct),mobile,000012,New Visitor,27,48.15%,3.07,00:01:46,1,$51.96
(direct),mobile,000044,New Visitor,27,59.26%,3.00,00:02:04,0,$0.00
(direct),mobile,000158,New Visitor,27,74.07%,3.00,00:02:08,0,$0.00
********** BUYERS - 10-13,mobile,000013,New Visitor,27,25.93%,5.81,00:04:18,0,$0.00
google,desktop,000047,New Visitor,27,44.44%,3.41,00:02:04,0,$0.00
google,desktop,000054,New Visitor,27,37.04%,4.85,00:03:57,1,$38.98
google,desktop,000063,New Visitor,27,33.33%,4.48,00:05:50,0,$0.00
google,tablet,000033,New Visitor,27,33.33%,7.33,00:05:44,0,$0.00
google,tablet,000063,New Visitor,27,55.56%,4.15,00:02:25,0,$0.00
google,tablet,000094,New Visitor,27,40.74%,4.74,00:02:37,1,$22.98
google,tablet,000112,New Visitor,27,51.85%,3.56,00:01:47,1,$108.94
(direct),mobile,000042,New Visitor,26,50.00%,2.65,00:03:18,0,$0.00
(direct),mobile,000134,New Visitor,26,42.31%,3.50,00:03:34,0,$0.00
google,desktop,000125,New Visitor,26,46.15%,5.62,00:03:31,1,$104.93
google,mobile,000052,Returning Visitor,26,50.00%,3.19,00:02:44,0,$0.00
google,mobile,000123,Returning Visitor,26,65.38%,2.38,00:00:46,0,$0.00
google,tablet,000031,New Visitor,26,42.31%,4.27,00:04:29,0,$0.00
google,tablet,000060,New Visitor,26,46.15%,6.54,00:04:52,0,$0.00
google,tablet,000115,New Visitor,26,38.46%,5.23,00:04:12,0,$0.00
google,tablet,000125,New Visitor,26,42.31%,14.19,00:04:12,0,$0.00
(direct),mobile,000111,New Visitor,25,60.00%,3.08,00:02:22,0,$0.00
********* NON-BUYERS 10-26,mobile,000014,New Visitor,25,32.00%,5.00,00:02:45,0,$0.00
********* NON-BUYERS 10-26,mobile,000015,Returning Visitor,25,32.00%,5.44,00:05:16,2,$117.97
********* NON-BUYERS 10-26,mobile,000018,Returning Visitor,25,40.00%,5.40,00:07:03,2,$155.20
********* NON-BUYERS 10-26,mobile,000036,Returning Visitor,25,28.00%,2.92,00:02:41,0,$0.00
********** BUYERS - 10-13,mobile,000015,Returning Visitor,25,20.00%,5.24,00:08:47,2,$144.40
********** BUYERS - 10-13,mobile,000158,Returning Visitor,25,44.00%,4.64,00:03:34,2,$64.96
google,desktop,000030,New Visitor,25,40.00%,5.52,00:02:16,1,$111.96
google,desktop,000078,New Visitor,25,40.00%,5.08,00:03:13,0,$0.00
google,desktop,000119,New Visitor,25,20.00%,7.28,00:04:02,0,$0.00
google,desktop,000144,New Visitor,25,52.00%,4.28,00:03:29,0,$0.00
google,mobile,000000,Returning Visitor,25,28.00%,5.56,00:05:48,1,$66.97
google,mobile,000004,Returning Visitor,25,52.00%,4.56,00:03:32,0,$0.00
google,mobile,000051,Returning Visitor,25,48.00%,5.24,00:03:37,0,$0.00
google,tablet,000081,New Visitor,25,56.00%,3.40,00:01:53,0,$0.00
google,tablet,000129,New Visitor,25,52.00%,5.60,00:02:11,0,$0.00
(direct),mobile,000085,New Visitor,24,70.83%,3.25,00:04:37,1,$54.97
(direct),mobile,000103,New Visitor,24,50.00%,3.33,00:02:26,0,$0.00
(direct),mobile,000132,New Visitor,24,58.33%,2.25,00:01:33,0,$0.00
********* NON-BUYERS 10-26,mobile,000041,Returning Visitor,24,58.33%,2.92,00:03:07,0,$0.00
********** BUYERS - 10-13,desktop,000108,Returning Visitor,24,33.33%,4.79,00:05:38,3,$71.92
google,desktop,000006,New Visitor,24,29.17%,5.67,00:03:23,0,$0.00
google,desktop,000110,Returning Visitor,24,37.50%,3.54,00:02:26,0,$0.00
google,desktop,000149,New Visitor,24,16.67%,9.96,00:08:37,0,$0.00
google,mobile,000095,Returning Visitor,24,29.17%,6.88,00:04:08,0,$0.00
google,mobile,000121,Returning Visitor,24,41.67%,6.42,00:05:55,0,$0.00
google,tablet,000038,New Visitor,24,25.00%,5.83,00:03:39,0,$0.00
google,tablet,000056,New Visitor,24,33.33%,3.67,00:02:27,0,$0.00
google,tablet,000061,New Visitor,24,37.50%,7.08,00:09:24,1,$133.00
(direct),mobile,000089,New Visitor,23,52.17%,3.87,00:02:09,0,$0.00
(direct),mobile,000092,New Visitor,23,43.48%,4.39,00:03:35,1,$24.97
(direct),mobile,000107,New Visitor,23,52.17%,2.96,00:02:01,0,$0.00
********* NON-BUYERS 10-26,mobile,000132,Returning Visitor,23,52.17%,2.91,00:01:36,0,$0.00
********** BUYERS - 10-13,mobile,000115,Returning Visitor,23,43.48%,5.87,00:03:50,3,$44.94
google,desktop,000103,New Visitor,23,39.13%,5.17,00:02:40,1,$54.95
google,mobile,000073,Returning Visitor,23,43.48%,5.83,00:03:37,1,$176.99
google,tablet,000005,New Visitor,23,39.13%,3.70,00:03:42,0,$0.00
google,tablet,000047,New Visitor,23,17.39%,8.87,00:06:06,0,$0.00
google,tablet,000079,New Visitor,23,34.78%,5.91,00:08:29,0,$0.00
google,tablet,000104,New Visitor,23,34.78%,9.30,00:13:11,0,$0.00
google,tablet,000105,New Visitor,23,26.09%,6.52,00:04:41,0,$0.00
(direct),mobile,000040,New Visitor,22,59.09%,2.45,00:02:55,0,$0.00
(direct),mobile,000088,New Visitor,22,59.09%,2.77,00:01:17,1,$37.38
(direct),mobile,000090,New Visitor,22,59.09%,3.18,00:04:01,0,$0.00
(direct),mobile,000135,New Visitor,22,54.55%,6.23,00:02:44,2,$117.29
(direct),mobile,000138,New Visitor,22,45.45%,2.91,00:03:43,0,$0.00
********* NON-BUYERS 10-26,mobile,000038,Returning Visitor,22,36.36%,3.55,00:04:25,0,$0.00
********* NON-BUYERS 10-26,mobile,000111,Returning Visitor,22,40.91%,7.05,00:08:05,0,$0.00
********* NON-BUYERS 10-26,mobile,000163,Returning Visitor,22,22.73%,8.09,00:08:51,1,$49.96
********** BUYERS - 10-13,mobile,000159,Returning Visitor,22,45.45%,4.09,00:03:19,3,$82.92
google,desktop,000094,New Visitor,22,27.27%,7.95,00:06:53,2,$117.96
google,desktop,000118,New Visitor,22,36.36%,4.05,00:02:20,0,$0.00
google,mobile,000048,Returning Visitor,22,54.55%,3.05,00:02:09,2,$138.95
google,mobile,000098,Returning Visitor,22,45.45%,4.00,00:03:11,0,$0.00
google,tablet,000006,New Visitor,22,22.73%,5.18,00:04:38,0,$0.00
google,tablet,000046,New Visitor,22,36.36%,6.77,00:04:57,2,$78.14
google,tablet,000082,New Visitor,22,27.27%,5.45,00:06:42,0,$0.00
google,tablet,000117,New Visitor,22,27.27%,7.77,00:05:15,0,$0.00
google,tablet,000151,New Visitor,22,40.91%,4.64,00:05:11,0,$0.00
(direct),mobile,000014,New Visitor,21,61.90%,2.43,00:01:41,0,$0.00
(direct),mobile,000015,New Visitor,21,47.62%,4.14,00:02:58,1,$71.99
(direct),mobile,000017,New Visitor,21,52.38%,5.24,00:05:02,0,$0.00
(direct),mobile,000109,New Visitor,21,61.90%,1.71,00:00:18,0,$0.00
(direct),mobile,000114,New Visitor,21,57.14%,1.95,00:00:45,0,$0.00
(direct),mobile,000137,New Visitor,21,71.43%,2.86,00:02:08,0,$0.00
(direct),mobile,000139,New Visitor,21,47.62%,3.24,00:03:02,0,$0.00
(direct),mobile,000163,New Visitor,21,47.62%,3.86,00:03:23,0,$0.00
********* NON-BUYERS 10-26,mobile,000015,New Visitor,21,19.05%,7.19,00:07:31,1,$44.97
********** BUYERS - 10-13,mobile,000013,Returning Visitor,21,42.86%,11.05,00:08:14,2,$114.60
********** BUYERS - 10-13,mobile,000014,New Visitor,21,28.57%,15.14,00:13:31,3,$219.15
********** BUYERS - 10-13,mobile,000112,New Visitor,21,52.38%,3.05,00:01:02,3,$54.94
********** BUYERS - 10-13,mobile,000161,Returning Visitor,21,38.10%,5.86,00:06:58,2,$114.97
bing,desktop,000015,New Visitor,21,33.33%,7.29,00:04:15,0,$0.00
bing,desktop,000156,New Visitor,21,23.81%,4.05,00:01:43,0,$0.00
google,desktop,000000,New Visitor,21,42.86%,4.76,00:12:41,1,$19.97
google,desktop,000071,New Visitor,21,42.86%,4.67,00:01:16,0,$0.00
google,desktop,000134,Returning Visitor,21,28.57%,4.95,00:04:56,0,$0.00
google,desktop,000148,New Visitor,21,38.10%,7.33,00:06:42,0,$0.00
google,mobile,000025,New Visitor,21,52.38%,3.76,00:02:22,0,$0.00
google,mobile,000050,Returning Visitor,21,38.10%,3.33,00:02:35,0,$0.00
google,mobile,000072,Returning Visitor,21,38.10%,4.95,00:07:23,0,$0.00
google,tablet,000032,New Visitor,21,33.33%,4.29,00:01:53,0,$0.00
google,tablet,000086,Returning Visitor,21,47.62%,6.24,00:05:14,0,$0.00
google,tablet,000127,New Visitor,21,28.57%,5.76,00:03:57,1,$49.97
(direct),mobile,000084,New Visitor,20,50.00%,2.00,00:00:54,0,$0.00
(direct),mobile,000087,New Visitor,20,50.00%,4.15,00:04:26,0,$0.00
(direct),mobile,000104,New Visitor,20,60.00%,2.40,00:02:48,0,$0.00
(direct),mobile,000140,New Visitor,20,50.00%,4.45,00:01:54,0,$0.00
(direct),mobile,000154,New Visitor,20,45.00%,2.60,00:05:17,0,$0.00
(direct),mobile,000164,New Visitor,20,45.00%,3.80,00:03:51,1,$48.38
********** BUYERS - 10-13,desktop,000108,New Visitor,20,45.00%,4.40,00:02:19,3,$44.94
********** BUYERS - 10-13,mobile,000016,Returning Visitor,20,60.00%,5.45,00:01:50,2,$318.96
google,desktop,000005,New Visitor,20,35.00%,5.00,00:03:30,0,$0.00
google,desktop,000021,New Visitor,20,70.00%,2.25,00:00:36,0,$0.00
google,desktop,000048,New Visitor,20,25.00%,5.85,00:06:55,0,$0.00
